Word	FREQcount	CDcount	FREQlow	Cdlow	SUBTLWF	Lg10WF	SUBTLCD	Lg10CD	syllable_count	stress_pattern
should	54159	8129	51109	8093	1061.94	4.7337	96.91	3.9101	1.0	1
will	108306	8129	96790	8073	2123.65	5.0347	96.91	3.9101	1.0	1
she	190377	8126	107516	7914	3732.88	5.2796	96.88	3.9099	1.0	1
tell	87949	8121	71814	8051	1724.49	4.9442	96.82	3.9097	1.0	1
give	59559	8088	43928	7883	1167.82	4.775	96.42	3.9079	1.0	1
her	144627	8076	139358	8066	2835.82	5.1603	96.28	3.9073	1.0	0
need	66040	8076	65122	8064	1294.9	4.8198	96.28	3.9073	1.0	1
has	57830	8074	55273	8035	1133.92	4.7622	96.26	3.9071	1.0	1
off	60155	8058	59292	8047	1179.51	4.7793	96.07	3.9063	1.0	1
thing	55522	8058	55245	8057	1088.67	4.7445	96.07	3.9063	1.0	1
man	94133	8054	84739	7956	1845.75	4.9737	96.02	3.9061	1.0	1
mean	63443	8032	63218	8027	1243.98	4.8024	95.76	3.9049	1.0	1
much	49636	8027	48812	8012	973.25	4.6958	95.7	3.9046	1.0	1
said	56531	8026	55668	8016	1108.45	4.7523	95.68	3.9046	1.0	1
Oh	167781	8019	4492	1914	3289.82	5.2247	95.6	3.9042	1.0	1
sure	56091	8007	40398	7768	1099.82	4.7489	95.46	3.9035	1.0	1
am	56438	7983	52421	7914	1106.63	4.7516	95.17	3.9022	1.0	1
two	54384	7966	45366	7839	1066.35	4.7355	94.97	3.9013	1.0	1
first	42869	7861	36848	7681	840.57	4.6322	93.72	3.8955	1.0	1
these	46104	7850	37499	7628	904.0	4.6637	93.59	3.8949	1.0	1
put	42251	7840	33394	7630	828.45	4.6258	93.47	3.8944	1.0	1
please	56149	7837	31482	7140	1100.96	4.7493	93.43	3.8942	1.0	1
thought	41232	7829	39986	7791	808.47	4.6152	93.34	3.8938	1.0	1
still	40225	7811	36992	7748	788.73	4.6045	93.12	3.8928	1.0	1
Thank	56877	7790	13010	5332	1115.24	4.7549	92.87	3.8916	1.0	1
Yeah	152262	7790	20115	5390	2985.53	5.1826	92.87	3.8916	1.0	1
than	37679	7770	37398	7760	738.8	4.5761	92.63	3.8905	1.0	1
help	46977	7745	39534	7651	921.12	4.6719	92.33	3.8891	1.0	1
last	36878	7731	33303	7591	723.1	4.5668	92.17	3.8883	1.0	1
day	40893	7727	38926	7687	801.82	4.6117	92.12	3.8881	1.0	1
those	38404	7712	32649	7540	753.02	4.5844	91.94	3.8872	1.0	1
wait	42343	7709	21510	6736	830.25	4.6268	91.91	3.8871	1.0	1
find	42379	7687	40186	7642	830.96	4.6272	91.64	3.8858	1.0	1
work	40699	7670	39739	7637	798.02	4.6096	91.44	3.8849	1.0	1
does	34002	7665	26521	7313	666.71	4.5315	91.38	3.8846	1.0	1
talk	43605	7619	41204	7559	855.0	4.6395	90.83	3.882	1.0	1
life	40629	7596	38855	7561	796.65	4.6088	90.56	3.8806	1.0	1
long	34433	7581	32497	7519	675.16	4.537	90.38	3.8798	1.0	1
keep	35846	7569	27632	7279	702.86	4.5545	90.24	3.8791	1.0	1
call	43931	7556	38761	7453	861.39	4.6428	90.08	3.8783	1.0	1
won	38729	7543	36931	7496	759.39	4.588	89.93	3.8776	1.0	1
Hey	88079	7540	6856	2830	1727.04	4.9449	89.89	3.8774	1.0	1
told	35679	7529	35047	7506	699.59	4.5524	89.76	3.8768	1.0	1
things	35337	7487	33255	7412	692.88	4.5482	89.26	3.8744	1.0	1
great	41864	7462	32689	7094	820.86	4.6219	88.96	3.8729	1.0	1
home	39491	7452	38202	7405	774.33	4.5965	88.84	3.8723	1.0	1
made	28626	7442	27975	7409	561.29	4.4568	88.72	3.8717	1.0	1
stop	36071	7421	22076	6825	707.27	4.5572	88.47	3.8705	1.0	1
night	44168	7381	42911	7343	866.04	4.6451	87.99	3.8682	1.0	1
love	56864	7377	53246	7307	1114.98	4.7548	87.95	3.8679	1.0	1
kind	30125	7317	28973	7259	590.69	4.4789	87.23	3.8644	1.0	1
place	30736	7279	30163	7246	602.67	4.4877	86.78	3.8621	1.0	1
feel	31989	7265	30778	7206	627.24	4.505	86.61	3.8613	1.0	1
hear	28323	7249	27261	7216	555.35	4.4522	86.42	3.8603	1.0	1
wrong	26678	7245	25814	7184	523.1	4.4262	86.37	3.8601	1.0	1
new	36913	7238	25522	6911	723.78	4.5672	86.29	3.8597	1.0	1
big	34824	7234	29451	7076	682.82	4.5419	86.24	3.8594	1.0	1
bad	27804	7214	26037	7122	545.18	4.4441	86.0	3.8582	1.0	1
through	28026	7204	27209	7159	549.53	4.4476	85.88	3.8576	1.0	1
their	33413	7190	31842	7138	655.16	4.5239	85.72	3.8568	1.0	1
leave	28596	7185	24226	6947	560.71	4.4563	85.66	3.8565	1.0	1
lot	29066	7185	28738	7165	569.92	4.4634	85.66	3.8565	1.0	1
must	35661	7154	33334	6989	699.24	4.5522	85.29	3.8546	1.0	1
Thanks	31789	7149	7764	4235	623.31	4.5023	85.23	3.8543	1.0	1
fine	30502	7135	22797	6582	598.08	4.4843	85.06	3.8535	1.0	1
might	26334	7121	25113	7061	516.35	4.4205	84.9	3.8526	1.0	1
nice	33125	7094	24414	6565	649.51	4.5202	84.57	3.851	1.0	1
try	24314	7053	19980	6708	476.75	4.3859	84.08	3.8484	1.0	1
name	32735	7031	31694	6977	641.86	4.515	83.82	3.8471	1.0	1
done	24737	7025	23992	6967	485.04	4.3934	83.75	3.8467	1.0	1
else	22907	7025	22872	7021	449.16	4.36	83.75	3.8467	1.0	1
ask	24640	7014	22282	6832	483.14	4.3917	83.62	3.846	1.0	1
left	24707	7001	23534	6957	484.45	4.3928	83.46	3.8452	1.0	1
next	23090	7001	19402	6657	452.75	4.3634	83.46	3.8452	1.0	1
years	29003	6956	28677	6930	568.69	4.4625	82.93	3.8424	1.0	1
care	24748	6945	24275	6903	485.25	4.3936	82.8	3.8417	1.0	1
God	46061	6940	2983	1035	903.16	4.6633	82.74	3.8414	1.0	1
own	23419	6937	23356	6932	459.2	4.3696	82.7	3.8412	1.0	1
three	27654	6933	22223	6573	542.24	4.4418	82.65	3.841	1.0	1
old	31056	6909	29004	6804	608.94	4.4922	82.37	3.8395	1.0	1
came	23650	6889	23256	6853	463.73	4.3738	82.13	3.8382	1.0	1
mind	24715	6870	23477	6771	484.61	4.393	81.9	3.837	1.0	1
stay	26298	6834	20425	6440	515.65	4.4199	81.47	3.8347	1.0	1
same	21276	6746	19383	6577	417.18	4.3279	80.42	3.8291	1.0	1
guess	23153	6694	20687	6474	453.98	4.3646	79.8	3.8258	1.0	1
went	20987	6677	20617	6641	411.51	4.322	79.6	3.8246	1.0	1
best	20623	6673	19659	6598	404.37	4.3144	79.55	3.8244	1.0	1
may	26080	6667	19530	6175	511.37	4.4163	79.48	3.824	1.0	1
course	24848	6666	24319	6604	487.22	4.3953	79.47	3.8239	1.0	1
which	24339	6653	17066	5627	477.24	4.3863	79.32	3.8231	1.0	1
show	24906	6630	21991	6367	488.35	4.3963	79.04	3.8216	1.0	1
guy	38893	6594	37462	6561	762.61	4.5899	78.61	3.8192	1.0	1
while	17821	6545	15920	6278	349.43	4.251	78.03	3.816	1.0	1
seen	19633	6541	19399	6515	384.96	4.293	77.98	3.8157	1.0	1
heard	19775	6530	19307	6478	387.75	4.2961	77.85	3.815	1.0	1
hold	22273	6456	11686	5250	436.73	4.3478	76.97	3.81	1.0	1
real	22583	6453	21376	6375	442.8	4.3538	76.93	3.8098	1.0	1
use	17536	6453	16114	6273	343.84	4.244	76.93	3.8098	1.0	1
whole	19660	6432	19465	6418	385.49	4.2936	76.68	3.8084	1.0	1
saw	20527	6419	20230	6394	402.49	4.3123	76.53	3.8075	1.0	1
once	17589	6405	14200	5921	344.88	4.2453	76.36	3.8066	1.0	1
took	17454	6404	16807	6327	342.24	4.2419	76.35	3.8065	1.0	1
yet	17428	6403	16504	6302	341.73	4.2413	76.34	3.8065	1.0	1
found	20196	6384	19573	6305	396.0	4.3053	76.11	3.8052	1.0	1
start	17345	6330	15866	6151	340.1	4.2392	75.46	3.8015	1.0	1
used	17551	6326	17095	6276	344.14	4.2443	75.42	3.8012	1.0	1
knew	18817	6296	18673	6279	368.96	4.2746	75.06	3.7991	1.0	1
head	18947	6294	18207	6235	371.51	4.2776	75.04	3.799	1.0	1
since	16064	6285	12715	5744	314.98	4.2059	74.93	3.7984	1.0	1
room	22415	6251	21385	6167	439.51	4.3506	74.52	3.796	1.0	1
world	23216	6194	21342	6027	455.22	4.3658	73.84	3.792	1.0	1
friend	21384	6178	20982	6147	419.29	4.3301	73.65	3.7909	1.0	1
girl	28413	6143	27239	6094	557.12	4.4535	73.24	3.7885	1.0	1
bring	16685	6140	13428	5736	327.16	4.2224	73.2	3.7882	1.0	1
most	17889	6134	15492	5771	350.76	4.2526	73.13	3.7878	1.0	1
boy	27021	6133	22615	5690	529.82	4.4317	73.12	3.7877	1.0	1
hope	16352	6123	14961	5922	320.63	4.2136	73.0	3.787	1.0	1
both	15062	6112	13225	5809	295.33	4.1779	72.87	3.7863	1.0	1
called	17341	6101	17144	6075	340.02	4.2391	72.73	3.7855	1.0	1
hard	15700	6095	14960	5996	307.84	4.1959	72.66	3.785	1.0	1
guys	32198	6085	30116	6019	631.33	4.5078	72.54	3.7843	1.0	1
run	17878	6063	14980	5811	350.55	4.2523	72.28	3.7828	1.0	1
looks	15886	6058	11288	5290	311.49	4.201	72.22	3.7824	1.0	1
live	17574	6052	16956	5975	344.59	4.2449	72.15	3.782	1.0	1
move	21325	6041	15590	5620	418.14	4.3289	72.02	3.7812	1.0	1
house	26214	6040	24470	5849	514.0	4.4185	72.01	3.7811	1.0	1
wants	15655	6036	15488	6021	306.96	4.1947	71.96	3.7808	1.0	1
few	15393	6032	15262	6005	301.82	4.1874	71.91	3.7805	1.0	1
Hi	28464	5993	2809	1877	558.12	4.4543	71.45	3.7777	1.0	1
meet	17966	5986	16880	5826	352.27	4.2545	71.36	3.7772	1.0	1
job	21063	5983	20853	5957	413.0	4.3235	71.33	3.777	1.0	1
turn	15630	5931	12394	5519	306.47	4.194	70.71	3.7732	1.0	1
dead	22898	5926	21564	5824	448.98	4.3598	70.65	3.7728	1.0	1
says	16356	5926	15607	5828	320.71	4.2137	70.65	3.7728	1.0	1
gone	15135	5920	14552	5870	296.76	4.18	70.58	3.7724	1.0	1
watch	16831	5882	11063	4994	330.02	4.2261	70.12	3.7696	1.0	1
hell	24012	5843	21531	5678	470.82	4.3804	69.66	3.7667	1.0	1
days	15592	5801	15338	5743	305.73	4.1929	69.16	3.7636	1.0	1
kill	23081	5700	21184	5610	452.57	4.3633	67.95	3.756	1.0	1
lost	13974	5685	13337	5592	274.0	4.1454	67.78	3.7548	1.0	1
end	13559	5673	12881	5552	265.86	4.1323	67.63	3.7539	1.0	1
makes	12296	5642	11398	5455	241.1	4.0898	67.26	3.7515	1.0	1
such	14852	5626	13715	5477	291.22	4.1718	67.07	3.7503	1.0	1
huh	22350	5621	16575	5120	438.24	4.3493	67.01	3.7499	1.0	1
face	14747	5610	14152	5529	289.16	4.1687	66.88	3.749	1.0	1
part	13337	5604	12790	5508	261.51	4.1251	66.81	3.7486	1.0	1
soon	13140	5603	11958	5411	257.65	4.1186	66.8	3.7485	1.0	1
sit	15879	5582	10730	4797	311.35	4.2009	66.55	3.7469	1.0	1
late	13756	5576	13446	5531	269.73	4.1385	66.48	3.7464	1.0	1
hand	14262	5562	13466	5431	279.65	4.1542	66.31	3.7453	1.0	1
gave	12428	5529	12188	5476	243.69	4.0944	65.92	3.7427	1.0	1
friends	15578	5484	14864	5402	305.45	4.1925	65.38	3.7392	1.0	1
each	12916	5480	11938	5316	253.25	4.1112	65.33	3.7389	1.0	1
knows	12492	5479	12406	5464	244.94	4.0967	65.32	3.7388	1.0	1
Miss	23850	5432	8516	4163	467.65	4.3775	64.76	3.735	1.0	1
stuff	15653	5429	15337	5392	306.92	4.1946	64.72	3.7348	1.0	1
mine	12800	5426	11620	5229	250.98	4.1072	64.69	3.7346	1.0	1
least	10596	5406	10515	5380	207.76	4.0252	64.45	3.733	1.0	1
chance	12303	5343	12079	5334	241.24	4.09	63.7	3.7279	1.0	1
play	18081	5343	17006	5231	354.53	4.2572	63.7	3.7279	1.0	1
true	12921	5312	12086	5159	253.35	4.1113	63.33	3.7253	1.0	1
gets	11364	5311	11157	5270	222.82	4.0556	63.32	3.7253	1.0	1
comes	11656	5304	11412	5258	228.55	4.0666	63.23	3.7247	1.0	1
check	14228	5293	10674	4744	278.98	4.1532	63.1	3.7238	1.0	1
door	14895	5286	14339	5228	292.06	4.1731	63.02	3.7232	1.0	1
change	12258	5259	11614	5139	240.35	4.0885	62.7	3.721	1.0	1
means	11136	5250	10949	5198	218.35	4.0468	62.59	3.7202	1.0	1
deal	13330	5231	12637	5123	261.37	4.1249	62.36	3.7187	1.0	1
five	14558	5205	10972	4701	285.45	4.1631	62.05	3.7165	1.0	1
point	12063	5202	11289	5072	236.53	4.0815	62.02	3.7163	1.0	1
far	11259	5187	10762	5099	220.76	4.0515	61.84	3.715	1.0	1
set	11805	5185	10786	5007	231.47	4.0721	61.81	3.7148	1.0	1
close	11191	5181	9558	4849	219.43	4.0489	61.77	3.7145	1.0	1
times	11221	5170	10433	5021	220.02	4.0501	61.64	3.7136	1.0	1
goes	11081	5163	10852	5116	217.27	4.0446	61.55	3.713	1.0	1
car	24636	5154	23946	5106	483.06	4.3916	61.44	3.7122	1.0	1
word	12013	5147	11452	5030	235.55	4.0797	61.36	3.7116	1.0	1
son	20949	5145	18329	4838	410.76	4.3212	61.34	3.7115	1.0	1
rest	10861	5142	10547	5082	212.96	4.0359	61.3	3.7112	1.0	1
sir	49188	5141	40651	4745	964.47	4.6919	61.29	3.7111	1.0	1
hurt	12564	5123	12407	5102	246.35	4.0992	61.08	3.7096	1.0	1
asked	11029	5102	10932	5078	216.25	4.0426	60.82	3.7078	1.0	1
hit	14025	5092	12275	4887	275.0	4.1469	60.71	3.707	1.0	1
bit	11987	5084	11793	5059	235.04	4.0787	60.61	3.7063	1.0	1
yours	10441	5069	9763	4920	204.73	4.0188	60.43	3.705	1.0	1
hands	12063	5056	11214	4926	236.53	4.0815	60.28	3.7039	1.0	1
week	12164	5024	12051	5001	238.51	4.0851	59.9	3.7011	1.0	1
break	11275	5023	10114	4862	221.08	4.0522	59.88	3.701	1.0	1
men	19011	4996	17450	4804	372.76	4.279	59.56	3.6987	1.0	1
year	14174	4981	13091	4891	277.92	4.1515	59.38	3.6974	1.0	1
wish	11991	4968	11419	4839	235.12	4.0789	59.23	3.6963	1.0	1
cause	15812	4946	9988	4274	310.04	4.199	58.97	3.6943	1.0	1
cut	11718	4940	9347	4543	229.76	4.0689	58.89	3.6938	1.0	1
pay	12985	4936	12103	4787	254.61	4.1135	58.85	3.6935	1.0	1
four	13045	4932	10261	4442	255.78	4.1155	58.8	3.6931	1.0	1
stand	11536	4917	9252	4508	226.2	4.0621	58.62	3.6918	1.0	1
case	14403	4885	14006	4849	282.41	4.1585	58.24	3.689	1.0	1
tried	9529	4867	9353	4819	186.84	3.9791	58.02	3.6874	1.0	1
walk	11009	4848	10219	4695	215.86	4.0418	57.8	3.6857	1.0	1
eat	12846	4834	11616	4679	251.88	4.1088	57.63	3.6844	1.0	1
Shut	13455	4828	5974	3329	263.82	4.1289	57.56	3.6839	1.0	1
wife	17795	4811	17592	4781	348.92	4.2503	57.36	3.6823	1.0	1
eyes	11299	4766	10940	4705	221.55	4.0531	56.82	3.6782	1.0	1
hate	10944	4752	10681	4700	214.59	4.0392	56.65	3.677	1.0	1
read	12302	4733	11142	4497	241.22	4.09	56.43	3.6752	1.0	1
pick	10118	4726	8512	4388	198.39	4.0051	56.34	3.6746	1.0	1
side	10247	4725	9820	4646	200.92	4.0106	56.33	3.6745	1.0	1
damn	14460	4711	7743	3458	283.53	4.1602	56.16	3.6732	1.0	1
half	10156	4685	9123	4473	199.14	4.0068	55.85	3.6708	1.0	1
young	12402	4685	11057	4483	243.18	4.0935	55.85	3.6708	1.0	1
brought	8786	4666	8566	4608	172.27	3.9438	55.63	3.669	1.0	1
sleep	11625	4661	10975	4565	227.94	4.0654	55.57	3.6686	1.0	1
die	13318	4657	12885	4602	261.14	4.1245	55.52	3.6682	1.0	1
fun	12010	4632	11650	4589	235.49	4.0796	55.22	3.6659	1.0	1
kid	17299	4625	15988	4556	339.2	4.238	55.14	3.6652	1.0	1
though	9279	4620	8346	4365	181.94	3.9675	55.08	3.6647	1.0	1
front	9259	4589	8995	4530	181.55	3.9666	54.71	3.6618	1.0	1
heart	12453	4582	11952	4507	244.18	4.0953	54.63	3.6611	1.0	1
seems	8545	4557	7320	4146	167.55	3.9318	54.33	3.6588	1.0	1
line	10515	4539	10060	4455	206.18	4.0219	54.11	3.6571	1.0	1
school	16989	4531	15967	4447	333.12	4.2302	54.02	3.6563	1.0	1
kids	15356	4510	14253	4365	301.1	4.1863	53.77	3.6543	1.0	1
phone	13756	4502	13087	4436	269.73	4.1385	53.67	3.6535	1.0	1
met	9758	4456	9598	4420	191.33	3.9894	53.12	3.649	1.0	1
high	9945	4450	8393	4173	195.0	3.9976	53.05	3.6485	1.0	1
killed	14792	4422	14523	4394	290.04	4.1701	52.72	3.6457	1.0	1
needs	8198	4390	8048	4363	160.75	3.9138	52.34	3.6426	1.0	1
fact	8801	4369	8649	4339	172.57	3.9446	52.09	3.6405	1.0	1
sounds	7970	4362	5117	3310	156.27	3.9015	52.0	3.6398	1.0	1
drink	12617	4353	11605	4198	247.39	4.101	51.9	3.6389	1.0	1
Dad	25870	4351	9451	2954	507.25	4.4128	51.87	3.6387	1.0	1
six	10176	4351	7893	3858	199.53	4.0076	51.87	3.6387	1.0	1
full	8512	4326	7840	4186	166.9	3.9301	51.57	3.6362	1.0	1
glad	8740	4312	7601	3977	171.37	3.9416	51.41	3.6348	1.0	1
speak	9546	4289	8646	4067	187.18	3.9799	51.13	3.6325	1.0	1
quite	10332	4287	9119	4044	202.59	4.0142	51.11	3.6323	1.0	1
buy	9814	4286	9138	4142	192.43	3.9919	51.1	3.6322	1.0	1
death	11051	4278	9811	4118	216.69	4.0434	51.0	3.6313	1.0	1
free	9054	4278	8183	4144	177.53	3.9569	51.0	3.6313	1.0	1
lose	8382	4251	8123	4192	164.35	3.9234	50.68	3.6286	1.0	1
send	9169	4250	7546	3886	179.78	3.9624	50.67	3.6285	1.0	1
trust	9087	4242	7040	3577	178.18	3.9585	50.57	3.6277	1.0	1
shot	11599	4236	11300	4185	227.43	4.0645	50.5	3.6271	1.0	1
hot	9682	4209	8497	3982	189.84	3.986	50.18	3.6243	1.0	1
truth	9801	4193	9350	4095	192.18	3.9913	49.99	3.6226	1.0	1
clear	8763	4184	7369	3974	171.82	3.9427	49.88	3.6217	1.0	1
till	8503	4158	7743	3975	166.73	3.9296	49.57	3.619	1.0	1
town	12644	4116	12250	4047	247.92	4.1019	49.07	3.6146	1.0	1
bed	9543	4113	9407	4094	187.12	3.9797	49.03	3.6143	1.0	1
seem	7131	4104	7075	4086	139.82	3.8532	48.93	3.6133	1.0	1
Mom	21950	4077	8199	2746	430.39	4.3415	48.61	3.6104	1.0	1
sound	7313	4069	6839	3922	143.39	3.8642	48.51	3.6096	1.0	1
lives	7124	4028	6917	3955	139.69	3.8528	48.02	3.6052	1.0	1
save	8278	4028	6788	3612	162.31	3.918	48.02	3.6052	1.0	1
months	8314	4025	8241	4010	163.02	3.9199	47.99	3.6049	1.0	1
touch	7534	4000	7145	3913	147.73	3.8771	47.69	3.6022	1.0	1
bet	8763	3981	8127	3829	171.82	3.9427	47.46	3.6001	1.0	1
news	8399	3976	7681	3838	164.69	3.9243	47.4	3.5996	1.0	1
light	8425	3924	7737	3767	165.2	3.9256	46.78	3.5938	1.0	1
hang	7535	3879	5013	3048	147.75	3.8771	46.24	3.5888	1.0	1
luck	7840	3874	7609	3815	153.73	3.8944	46.19	3.5883	1.0	1
uh	36579	3874	20489	3313	717.24	4.5632	46.19	3.5883	1.0	1
sick	8437	3867	8126	3798	165.43	3.9262	46.1	3.5875	1.0	1
sense	6722	3839	6671	3825	131.8	3.8276	45.77	3.5843	1.0	1
its	8757	3818	8139	3749	171.71	3.9424	45.52	3.5819	1.0	1
